time,open,high,low,close,volume,ticker
2019-05-03,7690,7690,7560,7560,34510,ITD
2019-05-06,7560,7730,7430,7430,20830,ITD
2019-05-07,7460,7560,7360,7460,54280,ITD
2019-05-08,7460,7960,7460,7960,8120,ITD
2019-05-09,7560,7560,7500,7500,6260,ITD
2019-05-10,7500,7530,7430,7460,19940,ITD
2019-05-13,7660,7690,7400,7560,4030,ITD
2019-05-14,7690,7690,7690,7690,40,ITD
2019-05-15,7500,7660,7500,7660,950,ITD
2019-05-16,7500,7630,7360,7560,19720,ITD
2019-05-17,7560,7560,7460,7560,6160,ITD
2019-05-20,7430,7560,7360,7560,22980,ITD
2019-05-21,7560,7560,7300,7500,67180,ITD
2019-05-22,7500,7560,7500,7500,3030,ITD
2019-05-23,7430,7500,7300,7460,10290,ITD
2019-05-24,7630,7630,7300,7430,12460,ITD
2019-05-27,7500,7500,7500,7500,10,ITD
2019-05-28,7330,7500,7330,7360,12380,ITD
2019-05-29,7360,7760,7360,7630,15870,ITD
2019-05-30,7630,7630,7500,7560,12220,ITD
2019-05-31,7560,7630,7430,7430,17230,ITD
2019-06-03,7500,7630,7430,7430,13400,ITD
2019-06-04,7500,7500,7360,7500,30310,ITD
2019-06-05,7400,7430,7360,7400,10260,ITD
2019-06-06,7500,7500,7400,7500,11070,ITD
2019-06-07,7500,7500,7430,7430,3000,ITD
2019-06-10,7430,7430,7300,7430,10940,ITD
2019-06-11,7430,7430,7300,7330,21240,ITD
2019-06-12,7300,7500,7300,7330,3380,ITD
2019-06-13,7500,7500,7300,7430,28540,ITD
2019-06-14,7330,7360,7330,7330,14950,ITD
