time,open,high,low,close,volume,ticker
2019-08-23,20970,20970,20290,20690,48990,CMG
2019-08-26,20290,20440,19930,20170,44820,CMG
2019-08-27,20340,20690,20190,20420,35890,CMG
2019-08-28,20290,20460,20030,20030,52890,CMG
2019-08-29,20030,20390,19930,19930,55660,CMG
2019-08-30,20190,20210,19740,20090,37480,CMG
2019-09-03,20090,20210,19740,19740,45500,CMG
2019-09-04,19530,19680,19230,19530,43940,CMG
2019-09-05,19330,19890,19330,19380,23350,CMG
2019-09-06,19710,19710,19250,19430,30410,CMG
2019-09-09,19330,19430,19230,19230,34960,CMG
2019-09-10,19230,19250,18370,18720,138500,CMG
2019-09-11,18470,18720,18410,18670,51740,CMG
2019-09-12,18670,19480,18670,19480,70240,CMG
2019-09-13,19960,19960,19480,19680,23770,CMG
2019-09-16,19380,20340,19380,19680,21750,CMG
2019-09-17,19480,19680,19270,19480,60440,CMG
2019-09-18,19230,19480,19230,19380,24390,CMG
2019-09-19,19380,19380,19080,19380,27670,CMG
2019-09-20,19430,19430,18880,18920,47000,CMG
2019-09-23,18980,19930,18670,18880,52170,CMG
2019-09-24,18880,18880,18490,18490,31440,CMG
2019-09-25,18720,18720,18490,18670,29860,CMG
2019-09-26,18720,18720,18410,18620,28240,CMG
2019-09-27,18410,18670,18370,18390,41610,CMG
2019-09-30,18390,19480,18390,19020,44400,CMG
2019-10-01,18980,19270,18670,18980,30280,CMG
2019-10-02,18720,18920,18470,18820,25820,CMG
2019-10-03,18820,19350,18670,19350,63480,CMG
2019-10-04,19450,19450,19080,19230,20220,CMG
2019-10-07,19230,19230,18720,18920,17580,CMG
2019-10-08,18920,19130,18740,19130,84580,CMG
2019-10-09,19130,19430,18720,19130,9450,CMG
2019-10-10,19130,19480,19130,19330,49930,CMG
2019-10-11,19450,19450,18920,19330,10300,CMG
2019-10-14,19130,19330,18880,19330,27610,CMG
2019-10-15,19270,19270,19150,19150,11690,CMG
2019-10-16,19130,19230,18770,19230,51520,CMG
2019-10-17,19230,19480,18880,19480,54420,CMG
2019-10-18,19480,19480,19170,19350,12720,CMG
2019-10-21,19230,19380,18920,18920,15970,CMG
2019-10-22,18920,19380,18800,19380,135900,CMG
2019-10-23,19530,20240,19380,19680,88910,CMG
2019-10-24,19960,19960,19580,19860,42390,CMG
2019-10-25,19930,19930,19580,19580,10690,CMG
2019-10-28,18980,19780,18980,19480,21760,CMG
2019-10-29,19080,19480,19020,19480,19380,CMG
2019-10-30,19170,19430,19080,19430,17320,CMG
2019-10-31,19430,19430,18980,19350,15840,CMG
2019-11-01,19020,19430,19020,19430,113450,CMG
2019-11-04,19430,19630,19100,19630,35520,CMG
2019-11-05,19630,19630,19230,19580,23190,CMG
2019-11-06,19680,19740,19350,19630,28670,CMG
2019-11-07,19630,19860,19580,19740,62390,CMG
2019-11-08,19930,19930,19740,19830,25870,CMG
2019-11-11,20460,20460,19680,19990,29910,CMG
2019-11-12,19630,19960,19480,19930,25940,CMG
2019-11-13,19740,19910,19330,19860,11250,CMG
2019-11-14,19860,19860,19430,19740,29640,CMG
2019-11-15,19740,19740,19230,19660,22220,CMG
2019-11-18,19660,19660,19130,19500,22160,CMG
2019-11-19,19020,19500,19020,19500,16520,CMG
2019-11-20,19230,19450,19130,19230,31940,CMG
2019-11-21,19230,19330,18980,19330,23210,CMG
2019-11-22,19230,19430,18980,19230,13530,CMG
2019-11-25,19130,19430,19130,19150,14530,CMG
2019-11-26,19230,19380,19170,19170,14420,CMG
2019-11-27,19170,19270,18980,19170,41890,CMG
2019-11-28,18770,19230,18770,19130,14890,CMG
2019-11-29,19150,19150,18950,19130,4320,CMG
2019-12-02,19130,19170,18720,18720,43940,CMG
2019-12-03,18980,18980,18520,18770,21400,CMG
2019-12-04,18770,18980,18470,18950,3560,CMG
2019-12-05,18980,19680,18720,19230,27860,CMG
2019-12-06,19170,19170,19150,19150,890,CMG
2019-12-09,19130,19130,18520,18980,21440,CMG
2019-12-10,18980,18980,18220,18980,27460,CMG
2019-12-11,18340,18920,18220,18920,28310,CMG
2019-12-12,18980,18980,18470,18620,20780,CMG
2019-12-13,18820,18820,18470,18620,4730,CMG
2019-12-16,18620,18720,18410,18620,2730,CMG
2019-12-17,18620,18670,18470,18620,17280,CMG
2019-12-18,18620,18700,18220,18700,9550,CMG
2019-12-19,18700,18700,18220,18220,9570,CMG
2019-12-20,18980,18980,18220,18410,7300,CMG
2019-12-23,18770,18770,18220,18220,3850,CMG
2019-12-24,18270,18270,17480,18190,79820,CMG
2019-12-25,17560,18220,17560,18190,13240,CMG
2019-12-26,18220,18220,17760,18160,630,CMG
2019-12-27,17810,18190,17810,18190,16160,CMG
2019-12-30,18120,18190,17810,17810,9740,CMG
2019-12-31,18220,18220,18120,18160,530,CMG
2020-01-02,18160,18410,18120,18160,27230,CMG
2020-01-03,18410,18410,18120,18120,13000,CMG
2020-01-06,18160,18980,18060,18220,11490,CMG
2020-01-07,18470,18470,18120,18220,8250,CMG
2020-01-08,18220,18220,17710,18120,8140,CMG
2020-01-09,17960,18220,17710,17710,41880,CMG
2020-01-10,18010,18010,17710,17710,8760,CMG
2020-01-13,17710,17710,17460,17630,10070,CMG
2020-01-14,17460,17710,17000,17510,30450,CMG
2020-01-15,16950,17650,16950,17610,7700,CMG
2020-01-16,17560,17610,17260,17510,17820,CMG
2020-01-17,17510,17510,17260,17460,18780,CMG
2020-01-20,17460,17460,17050,17460,31990,CMG
2020-01-21,17200,17460,17000,17000,29790,CMG
2020-01-22,17000,17400,17000,17400,18030,CMG
2020-01-30,17400,17400,16700,16900,28690,CMG
2020-01-31,16900,16900,16190,16190,20330,CMG
2020-02-03,15080,15680,15080,15130,27210,CMG
2020-02-04,15680,15680,15210,15610,4350,CMG
2020-02-05,15030,15430,15030,15210,38860,CMG
2020-02-06,15210,16190,15210,15680,50040,CMG
2020-02-07,16190,16190,15680,15780,17340,CMG
2020-02-10,15680,15780,15330,15530,18570,CMG
2020-02-11,15530,15530,15180,15480,42100,CMG
2020-02-12,15480,15480,14980,15390,75170,CMG
2020-02-13,14670,15330,14670,15180,82490,CMG
2020-02-14,15180,16090,15080,16090,140120,CMG
2020-02-17,16090,16170,15680,15940,27360,CMG
2020-02-18,15990,16090,15940,16040,14000,CMG
2020-02-19,16040,17100,16040,16239,39460,CMG
2020-02-20,16950,16950,16390,16700,19920,CMG
2020-02-21,16440,16900,16190,16700,14440,CMG
2020-02-24,15530,16290,15530,15530,42840,CMG
2020-02-25,15530,15840,15180,15530,19990,CMG
2020-02-26,15430,15430,15080,15180,47810,CMG
2020-02-27,15640,15640,15180,15530,11320,CMG
2020-02-28,15180,15410,15080,15390,23530,CMG
2020-03-02,15390,15580,15180,15390,19330,CMG
2020-03-03,15680,15910,15480,15740,24210,CMG
2020-03-04,15390,15840,15390,15680,7080,CMG
2020-03-05,15680,15740,15430,15640,16730,CMG
2020-03-06,15640,15680,15430,15580,10960,CMG
2020-03-09,15180,15180,14490,14490,73590,CMG
2020-03-10,14060,15180,14060,14820,18190,CMG
2020-03-11,14880,14880,13790,13790,82700,CMG
2020-03-12,13790,13790,12830,12830,59610,CMG
2020-03-13,11940,12540,11940,12040,129850,CMG
2020-03-16,11640,12650,11640,12020,65240,CMG
2020-03-17,11210,11890,11210,11790,32020,CMG
2020-03-18,12540,12540,11740,11740,71960,CMG
2020-03-19,11640,11790,11430,11740,24750,CMG
2020-03-20,11740,12150,11640,11690,8020,CMG
2020-03-23,11330,11540,10880,10880,37370,CMG
2020-03-24,11080,11080,10780,10880,38980,CMG
2020-03-25,11560,11590,11330,11590,58500,CMG
2020-03-26,11490,12150,10980,11740,37520,CMG
2020-03-27,11210,11840,11210,11740,52650,CMG
2020-03-30,11080,11640,10930,11640,110560,CMG
2020-03-31,11640,11740,10830,11390,70880,CMG
2020-04-01,11130,11640,11130,11540,13560,CMG
2020-04-03,11540,12150,11540,12150,25960,CMG
2020-04-06,12850,12950,12650,12900,38870,CMG
2020-04-07,13660,13660,12650,13610,41190,CMG
2020-04-08,13160,13160,12700,13030,28700,CMG
2020-04-09,13160,13410,12900,13410,77110,CMG
2020-04-10,13160,13560,13160,13410,21100,CMG
2020-04-13,13460,13560,13260,13410,29560,CMG
2020-04-14,13660,13660,13230,13610,53520,CMG
2020-04-15,13960,14140,13870,14020,34680,CMG
2020-04-16,14090,14550,14020,14550,47220,CMG
2020-04-17,14980,15330,14670,14920,49000,CMG
2020-04-20,15230,15410,14920,15030,57800,CMG
2020-04-21,15030,15080,13990,13990,66530,CMG
2020-04-22,13990,14160,13660,14160,66130,CMG
2020-04-23,15130,15130,14220,14520,26860,CMG
2020-04-24,14650,14770,14220,14770,14580,CMG
2020-04-27,14770,14820,14120,14520,68020,CMG
2020-04-28,14630,14630,14140,14420,21790,CMG
2020-04-29,14490,14520,14160,14490,21400,CMG
2020-05-04,14490,14490,14120,14320,15600,CMG
2020-05-05,14370,14370,13960,14300,5370,CMG
2020-05-06,14300,14320,14120,14300,56460,CMG
2020-05-07,14420,14720,14420,14630,20920,CMG
2020-05-08,14670,14670,14470,14470,40120,CMG
2020-05-11,14390,14570,14270,14390,32810,CMG
2020-05-12,14390,14670,14320,14670,30930,CMG
2020-05-13,14670,15080,14520,14880,77490,CMG
2020-05-14,14570,14820,14340,14630,48400,CMG
2020-05-15,14650,14670,14160,14670,78510,CMG
2020-05-18,14670,14670,14270,14420,12390,CMG
2020-05-19,14420,14630,14300,14420,45490,CMG
2020-05-20,14420,14420,13960,14300,65660,CMG
2020-05-21,14060,14450,14060,14300,39450,CMG
2020-05-22,14370,14370,14120,14160,50860,CMG
2020-05-25,14160,14270,14090,14270,37040,CMG
2020-05-26,14320,14320,14160,14220,32280,CMG
2020-05-27,14270,14270,14090,14090,85760,CMG
2020-05-28,14090,14120,13870,14120,41270,CMG
2020-05-29,14320,14320,13870,14090,33720,CMG
2020-06-01,14090,14120,14020,14090,58880,CMG
2020-06-02,14160,14160,14020,14040,33650,CMG
2020-06-03,14040,14120,13960,14120,12490,CMG
2020-06-04,14160,14300,14140,14270,121340,CMG
2020-06-05,14390,14390,14220,14270,49660,CMG
2020-06-08,14270,15250,14160,15250,202150,CMG
2020-06-09,16090,16090,15810,15940,160130,CMG
2020-06-10,15940,15940,15390,15390,113820,CMG
2020-06-11,15530,15530,14320,14320,129910,CMG
2020-06-12,13910,14920,13910,14670,265750,CMG
2020-06-15,14720,14720,14270,14420,126620,CMG
2020-06-16,14630,14670,14340,14470,28820,CMG
2020-06-17,15000,15000,14420,14590,14190,CMG
2020-06-18,14880,15130,14570,15130,35390,CMG
2020-06-19,15130,15560,15130,15530,55980,CMG
2020-06-22,15530,15890,15230,15530,52130,CMG
2020-06-23,15530,16010,15150,15680,118340,CMG
2020-06-24,15680,16070,15530,15530,49950,CMG
2020-06-25,14880,15480,14880,15280,18610,CMG
2020-06-26,15280,15860,15280,15740,152780,CMG
2020-06-29,15740,15810,15180,15580,69070,CMG
2020-06-30,15680,16170,15430,15710,81140,CMG
2020-07-01,16170,16170,15680,15680,21360,CMG
2020-07-02,15680,15860,15560,15760,34780,CMG
2020-07-03,15810,15810,15280,15280,32570,CMG
2020-07-06,15660,15660,15310,15310,63340,CMG
2020-07-07,15430,15480,15280,15280,40740,CMG
2020-07-08,15280,15280,14670,14820,70180,CMG
2020-07-09,14920,15150,14850,15030,33020,CMG
2020-07-10,15180,15180,14820,15030,14360,CMG
2020-07-13,15030,15230,14820,14920,29730,CMG
2020-07-14,14920,14920,14700,14920,35290,CMG
2020-07-15,14920,15050,14900,15000,21340,CMG
2020-07-16,15000,15050,14900,14920,14610,CMG
2020-07-17,15030,15230,14920,15230,46130,CMG
2020-07-20,15430,15960,15430,15740,96810,CMG
2020-07-21,15940,15940,15330,15480,16150,CMG
2020-07-22,15740,15740,15180,15480,33900,CMG
2020-07-23,15480,15480,15080,15330,16160,CMG
2020-07-24,15330,15330,14270,14420,33060,CMG
2020-07-27,14160,14160,13440,13810,114660,CMG
2020-07-28,13910,14770,13910,14670,43790,CMG
2020-07-29,14670,14670,13910,14420,23490,CMG
2020-07-30,14630,14670,14420,14670,27090,CMG
2020-07-31,14670,14670,14420,14470,9950,CMG
2020-08-03,14470,14920,14470,14670,31850,CMG
2020-08-04,14670,15390,14670,15390,32660,CMG
2020-08-05,15410,15640,15390,15480,78880,CMG
2020-08-06,15480,15780,15430,15430,24310,CMG
2020-08-07,15580,15580,15310,15430,30450,CMG
2020-08-10,15680,16040,15430,15840,129860,CMG
2020-08-11,15940,15940,15430,15740,32440,CMG
2020-08-12,15680,15940,15680,15740,38310,CMG
2020-08-13,15840,15840,15180,15640,35690,CMG
2020-08-14,15640,15640,15280,15530,34710,CMG
2020-08-17,15530,15530,15210,15390,27630,CMG
2020-08-18,15390,15530,15280,15330,21320,CMG
2020-08-19,15430,15890,15330,15780,63830,CMG
2020-08-20,15940,16850,15840,16440,214350,CMG
2020-08-21,16950,16950,16700,16750,92890,CMG
2020-08-24,17200,17200,16700,16950,50260,CMG
2020-08-25,16950,16950,16500,16500,149770,CMG
2020-08-26,16500,17100,16320,17100,138350,CMG
2020-08-27,17100,18290,17030,18290,156900,CMG
2020-08-28,18290,18320,17810,17860,88070,CMG
2020-08-31,17860,18010,17650,17710,93870,CMG
2020-09-01,17710,18410,17460,18010,93370,CMG
2020-09-03,18120,18160,17910,18120,46550,CMG
2020-09-04,17560,17810,17460,17650,112750,CMG
2020-09-07,17710,17760,17460,17710,65640,CMG
2020-09-08,17710,17960,17480,17960,25230,CMG
2020-09-09,17400,18010,17400,17960,72870,CMG
2020-09-10,17960,17960,17710,17760,41750,CMG
2020-09-11,17810,18720,17810,18320,120740,CMG
2020-09-14,18290,18520,18270,18470,40780,CMG
2020-09-15,18290,18670,18290,18410,96100,CMG
2020-09-16,18410,18470,18140,18140,23100,CMG
2020-09-17,18120,18120,17760,17810,68580,CMG
2020-09-18,17810,18010,17710,17760,63160,CMG
2020-09-21,17760,18060,17760,18060,30810,CMG
2020-09-22,18060,18120,17910,18060,43220,CMG
2020-09-23,18010,18570,18010,18320,116260,CMG
2020-09-24,18320,18520,18160,18320,34230,CMG
2020-09-25,18220,18570,18010,18060,32230,CMG
2020-09-28,18220,18220,17860,18060,37640,CMG
2020-09-29,18190,18220,16830,17510,102490,CMG
2020-09-30,17460,17710,17050,17560,87750,CMG
2020-10-01,17910,17910,17460,17710,42130,CMG
2020-10-02,17910,17910,17260,17710,44020,CMG
2020-10-05,17480,17810,17400,17510,61210,CMG
2020-10-06,17510,17610,17360,17510,45110,CMG
2020-10-07,17710,17710,17460,17530,36060,CMG
2020-10-08,17650,17650,17380,17510,30280,CMG
2020-10-09,17460,17710,17330,17510,35000,CMG
2020-10-12,17460,17710,17100,17100,36380,CMG
2020-10-13,17260,17300,17100,17200,49580,CMG
2020-10-14,17430,17430,17050,17050,31090,CMG
2020-10-15,17230,17360,17050,17230,84020,CMG
2020-10-16,17360,17360,17150,17200,62740,CMG
2020-10-19,17200,17510,17200,17360,50370,CMG
2020-10-20,17460,17560,17080,17360,65570,CMG
2020-10-21,17510,17560,17100,17300,123760,CMG
2020-10-22,17000,17460,17000,17200,22510,CMG
2020-10-23,17360,17360,17000,17180,34340,CMG
2020-10-26,17200,17260,17100,17100,22550,CMG
2020-10-27,17100,17150,16930,16950,22990,CMG
2020-10-28,17050,17050,16750,16750,40420,CMG
2020-10-29,16720,16850,16600,16650,55580,CMG
2020-10-30,16950,16950,16540,16650,49360,CMG
2020-11-02,16600,17150,16600,16930,14640,CMG
2020-11-03,17000,17000,16850,16970,29490,CMG
2020-11-04,17030,17050,16900,17030,18630,CMG
2020-11-05,16950,17180,16950,17030,12650,CMG
2020-11-06,17030,17150,16800,17050,40650,CMG
2020-11-09,17130,17180,17050,17180,87070,CMG
2020-11-10,17200,17430,17150,17330,78840,CMG
2020-11-11,17460,17560,17200,17300,85190,CMG
2020-11-12,17460,17460,17150,17400,31060,CMG
2020-11-13,17460,17460,17260,17330,18470,CMG
2020-11-16,17360,17510,17100,17100,56050,CMG
2020-11-17,17100,17260,17000,17080,23120,CMG
2020-11-18,17050,17050,16930,16930,30790,CMG
2020-11-19,16930,17080,16770,17080,73510,CMG
2020-11-20,17080,17300,17080,17260,58310,CMG
2020-11-23,17770,17770,17460,17510,46250,CMG
2020-11-24,17570,17570,17410,17510,61820,CMG
2020-11-25,17650,17650,17260,17410,16660,CMG
2020-11-26,17200,17360,17200,17300,36290,CMG
2020-11-27,17460,17460,17200,17260,41870,CMG
2020-11-30,17200,17200,16990,17150,41320,CMG
2020-12-01,17150,17150,16940,17020,23960,CMG
2020-12-02,16970,16990,16790,16790,57020,CMG
2020-12-03,16790,17690,16750,17040,160510,CMG
2020-12-04,17200,17510,17040,17330,74770,CMG
2020-12-07,17330,17380,17200,17330,85580,CMG
2020-12-08,17410,17490,17200,17200,197040,CMG
2020-12-09,17410,17410,16910,17120,125350,CMG
2020-12-10,17100,17150,16910,16990,123380,CMG
2020-12-11,16990,17200,16990,17120,36270,CMG
2020-12-14,17100,17180,17040,17040,62190,CMG
2020-12-15,17040,17070,16910,16940,73820,CMG
2020-12-16,16940,17040,16910,17040,77380,CMG
2020-12-17,17100,17100,16830,16890,75690,CMG
2020-12-18,17100,17100,16830,16830,85240,CMG
2020-12-21,16830,16970,16830,16910,78380,CMG
2020-12-22,16790,16910,16790,16910,65070,CMG
2020-12-23,16970,17880,16970,17200,214580,CMG
2020-12-24,17880,18240,17100,18240,184380,CMG
2020-12-25,18240,18350,18090,18320,134790,CMG
2020-12-28,18350,19260,18350,19210,260340,CMG
2020-12-29,19210,19550,18510,19180,111490,CMG
2020-12-30,19180,19440,19130,19130,157660,CMG
2020-12-31,19130,20120,18770,19810,170440,CMG
2021-01-04,19810,20750,19810,20530,233400,CMG
2021-01-05,20750,20900,20330,20430,181500,CMG
2021-01-06,20460,20490,19810,20070,118100,CMG
2021-01-07,20070,20140,19650,19810,127600,CMG
2021-01-08,19810,20070,19750,19860,118300,CMG
2021-01-11,19860,20850,19860,20070,173600,CMG
2021-01-12,19960,20280,19810,20220,157600,CMG
2021-01-13,20220,20220,19810,19860,124600,CMG
2021-01-14,19860,20070,19810,20040,165300,CMG
2021-01-15,20040,20300,20020,20120,153200,CMG
2021-01-18,20070,20280,19960,20040,116800,CMG
2021-01-19,19550,20040,18660,18660,194500,CMG
2021-01-20,18770,19020,17730,18740,116700,CMG
2021-01-21,19290,19290,18770,19290,56300,CMG
2021-01-22,19440,19810,18770,19240,115100,CMG
2021-01-25,19240,19240,18710,19080,62600,CMG
2021-01-26,18770,18770,18090,18240,100900,CMG
2021-01-27,18240,18450,17200,17360,115300,CMG
2021-01-28,16160,16940,16160,16160,135800,CMG
2021-01-29,16160,17040,16110,16940,107100,CMG
2021-02-01,17180,17180,16210,16210,109700,CMG
2021-02-02,16210,17070,16210,17070,79300,CMG
2021-02-03,17620,17730,17070,17100,82100,CMG
2021-02-04,17100,17980,17100,17620,77200,CMG
2021-02-05,17620,17980,17460,17620,56400,CMG
2021-02-08,17620,17620,16520,16910,110300,CMG
2021-02-09,16910,17460,16470,17070,56100,CMG
2021-02-17,17150,17830,17150,17590,94600,CMG
2021-02-18,17730,17730,17410,17460,101400,CMG
2021-02-19,17460,17620,17280,17570,119400,CMG
2021-02-22,17570,18270,17570,17850,132000,CMG
2021-02-23,17850,17980,17460,17850,97300,CMG
2021-02-24,18040,18240,17410,17910,109300,CMG
2021-02-25,17910,17910,17590,17880,147100,CMG
2021-02-26,17360,17730,17360,17590,132600,CMG
2021-03-01,17730,18040,17620,17880,117400,CMG
2021-03-02,18040,18220,17800,17850,105700,CMG
2021-03-03,17960,17960,17770,17850,76400,CMG
2021-03-04,17850,17850,17510,17570,88300,CMG
2021-03-05,17570,17770,16940,17770,113200,CMG
2021-03-08,17730,17730,17510,17730,101000,CMG
2021-03-09,17730,17770,17590,17730,75500,CMG
2021-03-10,17830,18950,17590,18950,210500,CMG
2021-03-11,19810,19810,19080,19100,157600,CMG
2021-03-12,19470,19470,18550,18660,77200,CMG
2021-03-15,18300,18630,18240,18430,67900,CMG
2021-03-16,18430,19340,18400,19340,174100,CMG
2021-03-17,19340,20570,19240,20380,317600,CMG
2021-03-18,20380,20380,19810,20250,136000,CMG
2021-03-19,19830,20220,19750,19990,72800,CMG
2021-03-22,20100,20220,19710,19750,71200,CMG
2021-03-23,19750,19750,19240,19490,65200,CMG
2021-03-24,18820,19340,18820,18840,66400,CMG
2021-03-25,18840,19160,18770,18870,39300,CMG
2021-03-26,17830,18770,17830,18550,61900,CMG
2021-03-29,18870,19290,18590,19100,40000,CMG
2021-03-30,19100,19290,19060,19100,25200,CMG
2021-03-31,19100,19290,18660,18770,64600,CMG
2021-04-01,18710,19210,18710,19080,51800,CMG
2021-04-02,19520,19520,19080,19080,128000,CMG
2021-04-05,19290,19290,18610,19020,84200,CMG
2021-04-06,18820,19020,18660,19020,76800,CMG
2021-04-07,19020,19020,18710,18710,60900,CMG
2021-04-08,19020,19080,18740,18980,49500,CMG
2021-04-09,19130,19290,19020,19080,32100,CMG
2021-04-12,19080,19290,18920,19080,50700,CMG
2021-04-13,19060,19260,18630,18770,57000,CMG
2021-04-14,18770,18980,18590,18980,35300,CMG
2021-04-15,19020,19020,18550,18710,53000,CMG
2021-04-16,18550,18740,18220,18400,65800,CMG
2021-04-19,18400,18400,17980,18240,45600,CMG
2021-04-20,18090,19490,17850,17850,65200,CMG
